unique_id,yearmonth,region,district,site_code,product_type,product_code,stock_distributed,id,zero_per,site_type,year,month,lag_1,lag_2,lag_3,lag_4,lag_rolling_mean_1234,rolling_max_4,rolling_zero_per_4
2016 JanC4016AS27134,2016-01-01,2,2,12,3,6,0,C4016AS27134,0.583333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1084AS27137,2016-01-01,3,7,11,1,1,22,C1084AS27137,0.291666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4016AS27000,2016-01-01,2,2,12,2,2,0,C4016AS27000,0.1875,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1080AS27132,2016-01-01,3,3,3,2,4,0,C1080AS27132,0.75,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4024AS27000,2016-01-01,2,4,7,2,2,0,C4024AS27000,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27137,2016-01-01,3,6,10,1,1,0,C1018AS27137,0.333333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1026AS27000,2016-01-01,3,3,8,2,2,0,C1026AS27000,0.0833333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1026AS27134,2016-01-01,3,3,8,3,6,11,C1026AS27134,0.208333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4025AS27138,2016-01-01,2,8,13,1,5,0,C4025AS27138,0.666666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27134,2016-01-01,3,3,14,3,6,18,C1010AS27134,0.1875,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4025AS27133,2016-01-01,2,8,13,3,3,0,C4025AS27133,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27133,2016-01-01,3,3,14,3,3,0,C1010AS27133,0.333333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4025AS27134,2016-01-01,2,8,13,3,6,0,C4025AS27134,0.479166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27138,2016-01-01,3,3,14,1,5,0,C1010AS27138,0.75,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4025AS27000,2016-01-01,2,8,13,2,2,0,C4025AS27000,0.104166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27137,2016-01-01,3,3,14,1,1,2,C1010AS27137,0.333333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27000,2016-01-01,3,3,14,2,2,3,C1010AS27000,0.145833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27137,2016-01-01,4,9,15,1,1,0,C3010AS27137,0.5,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27138,2016-01-01,4,9,15,1,5,0,C3010AS27138,0.604166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1077AS27132,2016-01-01,1,10,16,2,4,19,C1077AS27132,0.0208333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27133,2016-01-01,4,9,15,3,3,0,C3010AS27133,0.208333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1077AS27000,2016-01-01,1,10,16,2,2,169,C1077AS27000,0.0,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27134,2016-01-01,4,9,15,3,6,0,C3010AS27134,0.354166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1077AS27134,2016-01-01,1,10,16,3,6,27,C1077AS27134,0.0625,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27000,2016-01-01,4,9,15,2,2,0,C3010AS27000,0.5,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1077AS27133,2016-01-01,1,10,16,3,3,16,C1077AS27133,0.125,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1099AS27138,2016-01-01,1,10,17,1,5,0,C1099AS27138,0.770833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4025AS27137,2016-01-01,2,8,13,1,1,0,C4025AS27137,0.166666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1010AS27132,2016-01-01,3,3,14,2,4,0,C1010AS27132,0.25,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27132,2016-01-01,2,11,18,2,4,0,C4022AS27132,0.791666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27138,2016-01-01,2,12,19,1,5,0,C2004AS27138,0.4375,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1026AS27133,2016-01-01,3,3,8,3,3,14,C1026AS27133,0.145833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27133,2016-01-01,2,12,19,3,3,0,C2004AS27133,0.375,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1026AS27138,2016-01-01,3,3,8,1,5,0,C1026AS27138,0.583333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27134,2016-01-01,2,12,19,3,6,0,C2004AS27134,0.395833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1026AS27137,2016-01-01,3,3,8,1,1,0,C1026AS27137,0.375,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27000,2016-01-01,2,12,19,2,2,0,C2004AS27000,0.291666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27132,2016-01-01,3,3,20,2,4,0,C1011AS27132,0.458333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27132,2016-01-01,2,12,19,2,4,0,C2004AS27132,0.395833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27000,2016-01-01,3,3,20,2,2,0,C1011AS27000,0.270833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27137,2016-01-01,2,11,18,1,1,0,C4022AS27137,0.770833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27138,2016-01-01,2,11,18,1,5,0,C4022AS27138,0.625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27134,2016-01-01,3,3,20,3,6,0,C1011AS27134,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27133,2016-01-01,2,11,18,3,3,0,C4022AS27133,0.395833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27133,2016-01-01,3,3,20,3,3,0,C1011AS27133,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27134,2016-01-01,2,11,18,3,6,0,C4022AS27134,0.520833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27138,2016-01-01,3,3,20,1,5,0,C1011AS27138,0.354166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC4022AS27000,2016-01-01,2,11,18,2,2,0,C4022AS27000,0.458333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1011AS27137,2016-01-01,3,3,20,1,1,0,C1011AS27137,0.541666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2004AS27137,2016-01-01,2,12,19,1,1,0,C2004AS27137,0.354166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2071AS27000,2016-01-01,5,13,21,2,2,0,C2071AS27000,0.5,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27138,2016-01-01,3,6,10,1,5,0,C1018AS27138,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2071AS46000,2016-01-01,5,13,21,4,7,0,C2071AS46000,0.520833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1144AS27000,2016-01-01,3,6,22,2,2,0,C1144AS27000,0.354166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27133,2016-01-01,6,14,23,3,3,0,C2055AS27133,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1144AS27134,2016-01-01,3,6,22,3,6,0,C1144AS27134,0.354166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27134,2016-01-01,6,14,23,3,6,0,C2055AS27134,0.625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1144AS27133,2016-01-01,3,6,22,3,3,0,C1144AS27133,0.458333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27000,2016-01-01,6,14,23,2,2,0,C2055AS27000,0.1875,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1144AS27138,2016-01-01,3,6,22,1,5,0,C1144AS27138,0.416666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27132,2016-01-01,6,14,23,2,4,0,C2055AS27132,0.583333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27138,2016-01-01,6,14,23,1,5,0,C2055AS27138,0.604166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27132,2016-01-01,3,6,24,2,4,55,C1086AS27132,0.145833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27000,2016-01-01,3,6,24,2,2,23,C1086AS27000,0.125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2059AS27138,2016-01-01,6,15,25,1,5,0,C2059AS27138,0.5,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27134,2016-01-01,3,6,24,3,6,0,C1086AS27134,0.166666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2059AS27133,2016-01-01,6,15,25,3,3,0,C2059AS27133,0.5625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27133,2016-01-01,3,6,24,3,3,0,C1086AS27133,0.333333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2059AS27134,2016-01-01,6,15,25,3,6,0,C2059AS27134,0.729166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27138,2016-01-01,3,6,24,1,5,0,C1086AS27138,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2059AS27000,2016-01-01,6,15,25,2,2,0,C2059AS27000,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2059AS27137,2016-01-01,6,15,25,1,1,0,C2059AS27137,0.604166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1144AS27132,2016-01-01,3,6,22,2,4,0,C1144AS27132,0.479166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2055AS27137,2016-01-01,6,14,23,1,1,0,C2055AS27137,0.458333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27137,2016-01-01,3,6,26,1,1,0,C1399AS27137,0.729166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2005AS27134,2016-01-01,6,16,27,3,6,0,C2005AS27134,0.479166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1015AS27133,2016-01-01,3,17,28,3,3,0,C1015AS27133,0.229166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2005AS27000,2016-01-01,6,16,27,2,2,0,C2005AS27000,0.229166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1015AS27138,2016-01-01,3,17,28,1,5,5,C1015AS27138,0.520833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2016AS27133,2016-01-01,6,16,29,3,3,0,C2016AS27133,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1015AS27137,2016-01-01,3,17,28,1,1,0,C1015AS27137,0.458333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2016AS27134,2016-01-01,6,16,29,3,6,1,C2016AS27134,0.333333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1745AS27133,2016-01-01,3,6,30,3,3,0,C1745AS27133,0.770833333333333,3,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2016AS27000,2016-01-01,6,16,29,2,2,0,C2016AS27000,0.145833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27132,2016-01-01,3,6,26,2,4,0,C1399AS27132,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1089AS27138,2016-01-01,6,18,31,1,5,0,C1089AS27138,0.4375,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27000,2016-01-01,3,6,26,2,2,0,C1399AS27000,0.416666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1089AS27133,2016-01-01,6,18,31,3,3,0,C1089AS27133,0.25,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27134,2016-01-01,3,6,26,3,6,0,C1399AS27134,0.5,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1089AS27134,2016-01-01,6,18,31,3,6,0,C1089AS27134,0.145833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27133,2016-01-01,3,6,26,3,3,0,C1399AS27133,0.520833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1089AS27000,2016-01-01,6,18,31,2,2,0,C1089AS27000,0.125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1399AS27138,2016-01-01,3,6,26,1,5,0,C1399AS27138,0.791666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1089AS27132,2016-01-01,6,18,31,2,4,0,C1089AS27132,0.75,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1086AS27137,2016-01-01,3,6,24,1,1,0,C1086AS27137,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27137,2016-01-01,5,19,32,1,1,0,C2002AS27137,0.5625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1056AS27132,2016-01-01,3,6,33,2,4,0,C1056AS27132,0.520833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27138,2016-01-01,5,19,32,1,5,0,C2002AS27138,0.458333333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27000,2016-01-01,3,6,34,2,2,30,C1029AS27000,0.0416666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27137,2016-01-01,5,20,35,1,1,0,C2063AS27137,0.479166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27134,2016-01-01,3,6,34,3,6,65,C1029AS27134,0.166666666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27138,2016-01-01,5,20,35,1,5,0,C2063AS27138,0.416666666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27133,2016-01-01,3,6,34,3,3,0,C1029AS27133,0.354166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27133,2016-01-01,5,20,35,3,3,0,C2063AS27133,0.270833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27138,2016-01-01,3,6,34,1,5,0,C1029AS27138,0.4375,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27134,2016-01-01,5,20,35,3,6,0,C2063AS27134,0.3125,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27137,2016-01-01,3,6,34,1,1,0,C1029AS27137,0.4375,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27000,2016-01-01,5,20,35,2,2,0,C2063AS27000,0.145833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27132,2016-01-01,3,6,10,2,4,0,C1018AS27132,0.229166666666667,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2063AS27132,2016-01-01,5,20,35,2,4,0,C2063AS27132,0.520833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27000,2016-01-01,3,6,10,2,2,0,C1018AS27000,0.1875,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2071AS27139,2016-01-01,5,13,21,6,9,0,C2071AS27139,0.5625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS46000,2016-01-01,3,6,10,4,7,0,C1018AS46000,0.375,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2071AS27138,2016-01-01,5,13,21,1,5,0,C2071AS27138,0.5,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27134,2016-01-01,3,6,10,3,6,0,C1018AS27134,0.25,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2071AS27133,2016-01-01,5,13,21,3,3,0,C2071AS27133,0.4375,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1018AS27133,2016-01-01,3,6,10,3,3,0,C1018AS27133,0.3125,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2011AS27000,2016-01-01,5,19,36,2,2,114,C2011AS27000,0.125,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC3010AS27132,2016-01-01,4,9,15,2,4,0,C3010AS27132,0.604166666666667,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1029AS27132,2016-01-01,3,6,34,2,4,0,C1029AS27132,0.208333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1055AS27138,2016-01-01,3,6,37,1,5,0,C1055AS27138,0.708333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1056AS27000,2016-01-01,3,6,33,2,2,0,C1056AS27000,0.25,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27133,2016-01-01,5,19,32,3,3,0,C2002AS27133,0.5625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1056AS27134,2016-01-01,3,6,33,3,6,0,C1056AS27134,0.395833333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27134,2016-01-01,5,19,32,3,6,0,C2002AS27134,0.75,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27000,2016-01-01,5,19,32,2,2,0,C2002AS27000,0.270833333333333,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1056AS27133,2016-01-01,3,6,33,3,3,0,C1056AS27133,0.3125,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2002AS27132,2016-01-01,5,19,32,2,4,0,C2002AS27132,0.5625,2,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC1056AS27138,2016-01-01,3,6,33,1,5,0,C1056AS27138,0.5625,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 JanC2011AS17005,2016-01-01,5,19,36,7,10,0,C2011AS17005,0.708333333333333,1,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
